Year,State ,ACPR_code,ACPR_name,REMOTENESS,MMM_code,Program_type,Organisation_type,Service_size,Operational_places
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Private ,101+,158
2021,NSW,102,Central West,Inner Regional Australia,4,Residential care,Not-for-profit,101+,119
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Private ,81–100,99
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,78
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,101+,148
2021,NSW,102,Central West,Outer Regional Australia,4,Residential care,Not-for-profit,41–60,41
2021,NSW,102,Central West,Inner Regional Australia,5,Residential care,Private ,61–80,70
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Private ,61–80,77
2021,NSW,102,Central West,Inner Regional Australia,4,Residential care,Not-for-profit,81–100,82
2021,NSW,102,Central West,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,22
2021,NSW,102,Central West,Inner Regional Australia,5,Multi-purpose service,Government,1–20,20
2021,NSW,102,Central West,Inner Regional Australia,3,Short-term restorative care,Not-for-profit,1–20,20
2021,NSW,102,Central West,Inner Regional Australia,5,Multi-purpose service,Government,21–40,22
2021,NSW,102,Central West,Outer Regional Australia,4,Residential care,Not-for-profit,61–80,62
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,45
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,101+,112
2021,NSW,102,Central West,Outer Regional Australia,5,Residential care,Not-for-profit,1–20,10
2021,NSW,102,Central West,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,28
2021,NSW,102,Central West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,9
2021,NSW,102,Central West,Inner Regional Australia,5,Residential care,Not-for-profit,21–40,27
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,1–20,16
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,53
2021,NSW,102,Central West,Inner Regional Australia,5,Residential care,Government,21–40,22
2021,NSW,102,Central West,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,34
2021,NSW,102,Central West,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,62
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,101+,130
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,55
2021,NSW,102,Central West,Inner Regional Australia,5,Multi-purpose service,Government,1–20,20
2021,NSW,102,Central West,Outer Regional Australia,5,Multi-purpose service,Government,41–60,42
2021,NSW,102,Central West,Remote Australia,6,Multi-purpose service,Government,1–20,16
2021,NSW,102,Central West,Remote Australia,6,Multi-purpose service,Government,1–20,10
2021,NSW,102,Central West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,13
2021,NSW,102,Central West,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,40
2021,NSW,102,Central West,Outer Regional Australia,4,Transition care,Government,61–80,67
2021,NSW,102,Central West,Inner Regional Australia,3,Innovative care,Not-for-profit,1–20,3
2021,NSW,102,Central West,Outer Regional Australia,4,Residential care,Not-for-profit,41–60,59
2021,NSW,102,Central West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,13
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,60
2021,NSW,102,Central West,Outer Regional Australia,4,Residential care,Not-for-profit,101+,130
2021,NSW,102,Central West,Outer Regional Australia,4,Residential care,Not-for-profit,21–40,29
2021,NSW,102,Central West,Outer Regional Australia,5,Multi-purpose service,Government,1–20,10
2021,NSW,102,Central West,Outer Regional Australia,5,Residential care,Not-for-profit,21–40,34
2021,NSW,102,Central West,Inner Regional Australia,3,Residential care,Private ,41–60,59
2021,NSW,102,Central West,Inner Regional Australia,4,Residential care,Private ,81–100,95
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Home care,Private ,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Private ,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,101+,120
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,101+,112
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Residential care,Private ,101+,119
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,66
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,101+,123
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,81–100,86
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,80
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,101+,112
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,64
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Residential care,Not-for-profit,61–80,70
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,111
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Residential care,Not-for-profit,61–80,61
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,71
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Residential care,Not-for-profit,41–60,55
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Short-term restorative care,Government,1–20,10
2021,NSW,103,Far North Coast,Outer Regional Australia,5,Multi-purpose service,Government,1–20,15
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,74
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,70
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,81–100,98
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,21–40,30
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,44
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,101+,101
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,21–40,40
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,21–40,32
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,41–60,41
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,40
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,64
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,81–100,90
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,103
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,81–100,98
2021,NSW,103,Far North Coast,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,73
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,51
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,101
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Multi-purpose service,Government,21–40,34
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Multi-purpose service,Government,1–20,17
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,101+,130
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,120
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Transition care,Government,21–40,27
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Transition care,Government,21–40,30
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Transition care,Government,21–40,22
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,115
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Not-for-profit,81–100,90
2021,NSW,103,Far North Coast,Major Cities of Australia,1,National Aboriginal and Torres Strait Islander Aged Care Program,Not-for-profit,1–20,14
2021,NSW,103,Far North Coast,Major Cities of Australia,1,Residential care,Private ,101+,154
2021,NSW,103,Far North Coast,Inner Regional Australia,5,Residential care,Not-for-profit,41–60,49
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,70
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Private ,101+,125
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,63
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,80
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,80
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Private ,81–100,84
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,48
2021,NSW,103,Far North Coast,Inner Regional Australia,3,Residential care,Not-for-profit,61–80,63
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Outer Regional Australia,5,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,3,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Government,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Government,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Home care,Private ,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Not-for-profit,-,-
2021,NSW,104,Hunter,Major Cities of Australia,1,Home care,Private ,-,-
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,80
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,60
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,81–100,85
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Private ,61–80,80
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,101+,111
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,101+,151
2021,NSW,104,Hunter,Inner Regional Australia,3,Residential care,Not-for-profit,41–60,52
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Private ,61–80,80
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Private ,101+,182
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,101+,124
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,21–40,38
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,65
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,41–60,49
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,21–40,34
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,101+,139
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,51
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,72
2021,NSW,104,Hunter,Inner Regional Australia,4,Residential care,Not-for-profit,61–80,65
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,56
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,41–60,42
2021,NSW,104,Hunter,Major Cities of Australia,1,Residential care,Not-for-profit,61–80,63
2021,NSW,104,Hunter,Major Cities of Australia,1,Short-term restorative care,Not-for-profit,1–20,7
2021,NSW,104,Hunter,Major Cities of Australia,1,Short-term restorative care,Not-for-profit,21–40,25
2021,NSW,104,Hunter,Major Cities of Australia,1,Short-term restorative care,Not-for-profit,1–20,7
